no,id,name,p_type,s_type,rarity,height,weight,ovr,a_ovr,hgt,str,spe,jmp,end,ins,dnk,ft,fg,tp,oiq,diq,drb,pss,reb,r_total,to_evo,from_evo,evo_age,evo_item,evo_ability,mega_evo,mega_x,mega_y,form,form_item,form_ability
790,790,Cosmoem,Psychic,,,4,2204,25.34,15,1,31,29,28,50,17,20,23,25,14,10,21,72,66,66,473,791 792,789,,sunstone duskstone,,,,,,,
791,791,Solgaleo,Psychic,Steel,,134,507,55.27,60,74,66,59,58,50,69,64,73,58,47,38,43,53,45,60,857,,790,,,,,,,,,
792,792,Lunala,Psychic,Ghost,,157,265,55.24,60,76,66,59,58,50,59,54,65,66,57,45,27,62,54,54,852,,790,,,,,,,,,
793,793,Nihilego,Rock,Poison,Ultra Beast,47,122,46.61,47,41,59,62,60,50,29,30,35,63,53,29,27,72,66,34,710,,,,,,,,,,,
794,794,Buzzwole,Bug,Fighting,Ultra Beast,94,736,46.66,47,70,58,50,49,50,70,65,73,37,23,39,31,35,27,68,745,,,,,,,,,,,
795,795,Pheromosa,Bug,Fighting,Ultra Beast,71,55,46.62,47,62,45,81,76,50,69,64,73,66,57,33,10,24,19,29,758,,,,,,,,,,,
796,796,Xurkitree,Electric,,Ultra Beast,150,221,46.65,47,75,50,52,51,50,47,44,53,78,71,22,20,44,36,47,740,,,,,,,,,,,
797,797,Celesteela,Steel,Flying,Ultra Beast,362,2204,46.67,47,84,55,41,40,50,53,49,59,56,45,12,28,59,51,59,741,,,,,,,,,,,
798,798,Kartana,Steel,Grass,Ultra Beast,12,0,46.66,47,5,59,75,72,50,87,82,87,40,26,58,40,38,36,76,831,,,,,,,,,,,
799,799,Guzzlord,Dark,Dragon,Ultra Beast,217,1958,46.65,47,80,84,32,31,50,53,49,59,53,41,35,30,35,27,37,696,,,,,,,,,,,
800,800,Necrozma,Psychic,,Mythical,94,507,50.60,55,70,55,50,49,50,56,51,62,63,53,40,33,53,45,58,788,,,,,,,,,800_f2 800_f3,n-solarizer n-lunarizer,
800,800_f2,Necrozma-Dusk,Psychic,Steel,,150,1014,58.24,64,75,55,49,48,50,77,72,79,58,47,55,52,63,55,65,900,,,,,,800_f4,,,,,
800,800_f3,Necrozma-Dawn,Psychic,Ghost,,165,772,58.25,64,76,55,49,48,50,59,54,65,73,65,54,43,71,64,60,886,,,,,,800_f4,,,,,
800,800_f4,Necrozma-Ultra,Psychic,Dragon,,295,507,60.72,67,82,55,73,69,50,81,76,83,76,69,45,36,57,49,57,958,,,,,,,,,,,
801,801,Magearna,Steel,Fairy,Pseudo,39,178,45.82,45,33,49,43,42,50,50,47,56,64,54,35,46,66,58,62,755,,,,,,,,,,,
802,802,Marshadow,Fighting,Ghost,Pseudo,28,49,45.84,45,19,53,72,68,50,64,59,69,50,38,48,30,53,46,51,770,,,,,,,,,,,
803,803,Poipole,Poison,,Ultra Beast,24,4,27.92,18,15,43,47,46,50,39,38,45,45,31,11,5,42,34,45,536,804,,,dragonscale,,,,,,,
804,804,Naganadel,Poison,Dragon,,142,331,46.68,47,74,46,71,66,50,39,38,45,63,53,24,13,45,37,48,712,,803,,,,,,,,,
805,805,Stakataka,Rock,Steel,Ultra Beast,217,1808,46.65,47,80,40,9,12,50,67,61,71,37,23,37,57,59,51,83,737,,,,,,,,,,,
806,806,Blacephalon,Fire,Ghost,Ultra Beast,71,29,46.63,47,62,36,64,62,50,65,59,69,71,63,38,9,48,40,37,773,,,,,,,,,,,
807,807,Zeraora,Electric,,Pseudo,59,98,45.97,45,53,52,78,74,50,59,53,64,54,43,28,11,48,41,49,757,,,,,,,,,,,
808,808,Meltan,Steel,,Pseudo,8,18,23.89,14,3,32,28,26,50,35,35,41,38,24,24,26,22,18,44,446,809,,22,,,,,,,,
809,809,Melmetal,Steel,,,98,1764,45.92,45,71,65,28,26,50,71,67,75,47,34,37,37,41,33,69,751,,808,,,,,,,,,
810,810,Grookey,Grass,,Rare,12,11,29.46,20,5,34,43,42,50,35,35,41,31,18,36,32,27,21,35,485,811,,19,,,,,,,,
811,811,Thwackey,Grass,,,28,31,36.25,29,19,44,51,49,50,45,43,51,38,24,36,32,38,31,46,597,812,810,22,,,,,,,,
812,812,Rillaboom,Grass,,,83,198,47.44,49,69,56,53,52,50,64,59,69,40,26,36,32,43,36,54,739,,811,,,,,,,,,
813,813,Scorbunny,Fire,,Rare,12,10,29.55,20,5,34,45,44,50,38,37,44,31,18,38,28,27,21,30,473,814,,19,,,,,,,,
814,814,Raboot,Fire,,,24,20,36.27,29,15,42,58,56,50,46,43,51,38,24,38,28,38,31,41,599,815,813,22,,,,,,,,
815,815,Cinderace,Fire,,,55,73,47.26,48,49,49,70,66,50,61,55,66,42,28,40,32,46,38,49,741,,814,,,,,,,,,
816,816,Sobble,Water,,Rare,12,9,29.55,20,5,34,46,44,50,23,25,28,44,30,36,28,27,21,30,471,817,,19,,,,,,,,
817,817,Drizzile,Water,,,28,25,36.54,29,19,42,56,54,50,33,33,38,52,40,36,28,36,28,38,583,818,816,22,,,,,,,,
818,818,Inteleon,Water,,,75,100,47.78,49,65,44,70,66,50,45,43,51,62,52,34,24,41,33,44,724,,817,,,,,,,,,
819,819,Skwovet,Normal,,Common,12,6,21.92,12,5,44,21,22,50,30,31,36,28,16,19,23,22,18,38,403,820,,19,,,,,,,,
820,820,Greedent,Normal,,,24,13,35.33,27,15,62,16,19,50,50,47,56,38,24,42,45,46,38,56,604,,819,,,,,,,,,
821,821,Rookidee,Flying,,Common,8,4,22.05,12,3,28,39,38,50,26,27,32,27,15,11,24,22,18,28,388,822,,19,,,,,,,,
822,822,Corvisquire,Flying,,Uncommon,31,35,31.96,22,24,43,49,48,50,36,35,42,32,19,13,30,36,28,38,523,823,821,21,,,,,,,,
823,823,Corviknight,Flying,Steel,,87,165,43.00,39,70,55,44,43,50,46,43,52,37,23,15,33,51,43,59,664,,822,,,,,,,,,
824,824,Blipbug,Bug,,Common,16,18,19.56,10,8,22,33,32,50,13,16,18,23,12,13,13,31,23,16,323,825,,18,,,,,,,,
825,825,Dottler,Bug,Psychic,Uncommon,16,43,28.01,18,8,34,26,24,50,20,23,26,36,22,27,29,53,46,51,475,826,824,20,,,,,,,,
826,826,Orbeetle,Bug,Psychic,,16,90,38.60,32,8,39,56,54,50,25,27,31,47,34,37,32,68,61,61,630,,825,,,,,,,,,
827,827,Nickit,Dark,,Common,24,20,24.39,14,15,29,36,34,50,17,20,22,34,21,16,18,34,27,24,397,828,,20,,,,,,,,
828,828,Thievul,Dark,,,47,44,38.79,32,41,44,56,54,50,32,32,37,49,37,18,22,54,47,39,612,,827,,,,,,,,,
829,829,Gossifleur,Grass,,Common,16,5,22.03,12,8,29,6,9,50,23,25,28,31,18,24,30,38,31,41,391,830,,20,,,,,,,,
830,830,Eldegoss,Grass,,,20,6,39.15,33,11,39,41,39,50,28,29,33,47,34,34,51,68,61,54,619,,829,,,,,,,,,
831,831,Wooloo,Normal,,Uncommon,24,13,25.19,15,15,30,35,33,50,23,25,28,31,18,17,24,31,23,38,421,832,,21,,,,,,,,
832,832,Dubwool,Normal,,,51,95,41.46,36,45,45,55,53,50,43,41,48,40,26,20,35,53,46,58,658,,831,,,,,,,,,
833,833,Chewtle,Water,,Common,24,19,23.99,14,15,34,33,31,50,35,34,40,30,17,19,15,25,20,35,433,834,,20,,,,,,,,
834,834,Drednaw,Water,Rock,,39,255,38.14,31,33,53,48,46,50,60,55,65,35,21,32,25,42,35,54,654,,833,,,,,,,,,
835,835,Yamper,Electric,,Common,12,30,21.90,12,5,39,22,22,50,25,27,31,31,18,24,14,33,26,35,402,836,,20,,,,,,,,
836,836,Boltund,Electric,,,39,75,39.95,34,33,44,71,66,50,48,45,53,50,38,32,16,38,31,41,656,,835,,,,,,,,,
837,837,Rolycoly,Rock,,Common,12,27,19.82,10,5,24,26,24,50,23,25,28,31,18,9,18,33,26,35,375,838,,19,,,,,,,,
838,838,Carkol,Rock,Fire,,43,172,32.87,24,37,49,36,34,50,33,33,38,40,26,13,25,43,36,54,547,839,837,21,,,,,,,,
839,839,Coalossal,Rock,Fire,,110,685,41.62,36,72,59,26,24,50,43,41,48,47,34,17,32,53,46,63,655,,838,,,,,,,,,
840,840,Applin,Grass,Dragon,Uncommon,8,1,22.90,13,3,29,16,19,50,23,25,28,31,18,31,31,27,21,51,403,841 842,,,tartapple sweetapple,,,,,,,
841,841,Flapple,Grass,Dragon,,12,2,40.72,35,5,44,46,44,50,58,53,63,52,40,56,50,38,31,51,681,,840,,,,,,,,,
842,842,Appletun,Grass,Dragon,,16,29,40.73,35,8,59,26,24,50,45,43,51,54,42,54,59,48,41,51,655,,840,,,,,,,,,
843,843,Silicobra,Ground,,Uncommon,87,17,29.96,20,70,35,34,32,50,31,31,37,28,16,3,5,33,26,49,480,844,,20,,,,,,,,
844,844,Sandaconda,Ground,,,150,144,40.70,35,75,45,46,45,50,56,51,62,42,28,12,18,43,36,64,673,,843,,,,,,,,,
845,845,Cramorant,Flying,Water,Uncommon,31,40,36.08,28,24,44,53,52,50,45,43,51,49,36,21,17,56,48,38,627,,,,,,,,,,,
846,846,Arrokuda,Water,,Uncommon,20,2,24.09,14,11,30,44,42,50,34,34,40,31,18,23,11,17,15,30,430,847,,20,,,,,,,,
847,847,Barraskewda,Water,,,51,66,40.83,35,45,40,76,71,50,63,58,68,40,26,29,13,33,26,41,679,,846,,,,,,,,,
848,848,Toxel,Electric,Poison,Uncommon,16,24,23.15,13,8,29,31,29,50,22,24,27,38,24,22,22,22,18,28,394,849,,21,,,,,,,,
849,849,Toxtricity,Electric,Poison,,63,88,43.12,39,56,47,48,47,50,52,48,57,58,48,33,24,43,36,46,693,,848,,,,,,,,,
850,850,Sizzlipede,Fire,Bug,Uncommon,28,2,23.32,13,19,34,33,32,50,35,35,41,36,22,11,5,33,26,33,445,851,,21,,,,,,,,
851,851,Centiskorch,Fire,Bug,,118,265,43.10,39,72,56,43,42,50,60,55,65,50,38,23,12,53,46,44,709,,850,,,,,,,,,
852,852,Clobbopus,Fighting,,Common,24,9,23.22,13,15,34,27,25,50,37,36,42,36,22,15,11,33,26,41,450,853,,20,,,,,,,,
853,853,Grapploct,Fighting,,,63,86,38.13,31,56,49,32,30,50,61,56,66,44,30,21,21,48,41,54,659,,852,,,,,,,,,
854,854,Sinistea,Ghost,,Common,4,0,24.99,15,1,29,36,34,50,25,27,31,45,32,24,19,35,28,33,449,855,,20,,,,,,,,
855,855,Polteageist,Ghost,,,8,1,37.44,30,3,39,46,44,50,35,35,41,65,56,35,31,65,58,44,647,,854,,,,,,,,,
856,856,Hatenna,Psychic,,Common,16,8,23.29,13,8,30,30,29,50,18,21,23,39,25,20,17,35,27,33,405,857,,19,,,,,,,,
857,857,Hattrem,Psychic,,,24,11,29.76,20,15,38,35,34,50,23,25,28,49,37,25,21,45,37,44,506,858,856,21,,,,,,,,
858,858,Hatterene,Psychic,Fairy,,83,11,42.86,39,69,38,25,24,50,48,45,53,66,57,30,25,60,52,56,698,,857,,,,,,,,,
859,859,Impidimp,Dark,Fairy,Common,16,12,24.68,15,8,32,36,34,50,25,27,31,38,24,25,18,27,21,25,421,860,,19,,,,,,,,
860,860,Morgrem,Dark,Fairy,,31,28,33.22,24,24,42,46,44,50,33,33,38,45,32,27,25,36,28,33,536,861,859,21,,,,,,,,
861,861,Grimmsnarl,Dark,Fairy,,59,135,42.99,39,53,54,41,39,50,62,57,67,52,40,31,31,46,38,44,705,,860,,,,,,,,,
862,862,Obstagoon,Dark,Normal,,63,101,44.53,42,56,54,58,57,50,48,45,53,40,26,20,37,49,41,58,692,,264_f2,,,,,,,,,
863,863,Perrserker,Steel,,,31,62,38.69,32,24,44,36,34,50,58,53,63,36,22,44,48,38,31,58,639,,052_f3,,,,,,,,,
864,864,Cursola,Ghost,,,39,1,41.61,36,33,39,26,24,50,50,47,56,69,60,25,45,72,66,35,697,,222_f2,,,,,,,,,
865,865,Sirfetch'd,Fighting,,,31,258,42.42,38,24,40,43,42,50,68,63,72,43,29,51,44,49,42,56,716,,083_f2,,,,,,,,,
866,866,Mr. Rime,Ice,Psychic,,59,128,44.40,42,53,49,46,44,50,45,43,51,57,46,32,29,58,51,49,703,,122_f2,,,,,,,,,
867,867,Runerigus,Ground,Ghost,,63,147,40.96,36,56,38,26,24,50,50,47,56,36,22,38,34,61,53,69,660,,562_f2,,,,,,,,,
868,868,Milcery,Fairy,,Uncommon,8,1,24.96,15,3,32,28,26,50,23,25,28,36,22,26,26,39,31,30,425,869,,,strawberrysweet,,,,,,,
869,869,Alcremie,Fairy,,,12,1,40.44,35,5,42,43,41,50,33,33,38,57,46,43,46,69,61,49,656,,868,,,,,,,,,
870,870,Falinks,Fighting,,Rare,118,137,40.22,34,72,42,48,47,50,53,49,58,44,30,21,14,38,31,58,655,,,,,,,,,,,
871,871,Pincurchin,Electric,,Common,12,2,30.44,20,5,33,11,14,50,53,49,59,51,39,33,39,51,43,56,586,,,,,,,,,,,
872,872,Snom,Ice,Bug,Uncommon,12,8,20.27,10,5,24,16,19,50,15,18,21,33,20,36,20,17,15,28,337,873,,,soothebell,,,,,,,
873,873,Frosmoth,Ice,Bug,,51,93,42.21,37,45,44,43,42,50,35,35,41,62,52,42,25,53,46,41,656,,872,,,,,,,,,
874,874,Stonjourner,Rock,,Rare,98,1146,38.30,32,71,56,46,44,50,64,59,69,21,10,20,27,7,5,67,616,,,,,,,,,,,
875,875,Eiscue,Ice,,Rare,55,196,38.35,32,49,47,36,34,50,43,41,48,42,28,32,20,53,46,61,630,,,,,,,,,,,
876,876,Indeedee-M,Psychic,Normal,Rare,35,62,37.17,30,29,39,58,57,50,35,35,41,55,44,19,17,56,48,38,621,,,,,,,,,,,
876,876_f2,Indeedee-F,Psychic,Normal,Rare,35,62,37.18,30,29,44,53,52,50,30,31,36,52,40,15,23,61,53,44,613,,,,,,,,,,,
877,877,Morpeko,Electric,Dark,Common,12,7,30.30,20,5,38,59,58,50,50,47,56,44,30,19,13,37,30,39,575,,,,,,,,,,,
878,878,Cufant,Steel,,Uncommon,47,221,28.04,18,41,45,31,29,50,43,41,48,31,18,13,8,33,25,35,491,879,,21,,,,,,,,
879,879,Copperajah,Steel,,,118,1433,41.20,36,72,62,26,24,50,66,61,70,47,34,31,17,43,35,46,684,,878,,,,,,,,,
880,880,Dracozolt,Electric,Dragon,Rare,71,419,42.23,38,62,53,48,47,50,53,49,58,47,34,29,19,43,36,54,682,,,,,,,,,,,
881,881,Arctozolt,Electric,Ice,Rare,91,331,42.26,38,70,53,38,37,50,53,49,58,50,38,21,23,48,41,54,683,,,,,,,,,,,
882,882,Dracovish,Water,Dragon,Rare,91,474,42.22,38,70,53,48,47,50,48,45,53,44,30,13,24,48,41,58,672,,,,,,,,,,,
883,883,Arctovish,Water,Ice,Rare,79,386,42.22,38,67,53,38,37,50,48,45,53,47,34,12,33,53,46,58,674,,,,,,,,,,,
884,884,Duraludon,Steel,Dragon,Rare,71,88,41.36,36,62,44,53,52,50,50,47,56,60,50,21,19,33,26,62,685,,,,,,,,,,,
885,885,Dreepy,Dragon,Ghost,Pseudo,20,4,22.12,12,11,23,52,50,50,33,33,38,31,18,10,5,17,15,25,411,886,,19,,,,,,,,
886,886,Drakloak,Dragon,Ghost,,55,4,35.45,28,49,43,62,60,50,43,41,48,40,26,13,9,33,26,35,578,887,885,22,,,,,,,,
887,887,Dragapult,Dragon,Ghost,,118,110,47.34,48,72,52,78,73,50,62,57,67,54,42,16,12,46,38,49,768,,886,,,,,,,,,
888,888,Zacian,Fairy,,Mythical,110,243,47.60,49,72,53,76,72,50,66,61,70,47,34,12,5,66,58,62,804,,,,,,,,,888_f2,rustedsword,
888,888_f2,Zacian-Crowned,Fairy,Steel,,110,783,57.56,63,72,53,80,75,50,82,77,84,47,34,57,20,66,58,62,917,,,,,,,,,,,
889,889,Zamazenta,Fighting,,Mythical,114,463,47.63,49,72,53,76,72,50,66,61,70,47,34,5,11,66,58,62,803,,,,,,,,,889_f2,rustedshield,
889,889_f2,Zamazenta-Crowned,Fighting,Steel,,114,1731,57.52,63,72,53,73,69,50,66,61,70,47,34,20,54,77,72,69,887,,,,,,,,,,,
890,890,Eternatus,Poison,Dragon,Mythical,787,2094,55.23,60,95,66,74,69,50,45,43,51,69,60,23,19,56,48,56,824,,,,,,,,,,,
891,891,Kubfu,Fighting,,Pseudo,24,27,29.55,20,15,39,47,45,50,48,45,53,37,23,27,12,33,26,41,541,892 892_f2,,,duskstone waterstone,,,,,,,
892,892,Urshifu-S,Fighting,Dark,,75,232,47.31,48,65,56,59,58,50,66,61,70,41,27,36,31,38,31,58,747,,891,,,,,,,,,
892,892_f2,Urshifu-R,Fighting,Water,,75,232,47.36,48,65,56,59,58,50,66,61,70,41,27,34,33,38,31,58,747,,891,,,,,,,,,
893,893,Zarude,Dark,Grass,Pseudo,71,154,45.72,45,62,58,63,61,50,62,57,67,44,30,21,18,56,48,59,756,,,,,,,,,,,
894,894,Regieleki,Electric,,Legendary,47,320,48.27,50,41,49,85,90,50,53,49,58,54,42,58,18,33,26,35,741,,,,,,,,,,,
895,895,Regidrago,Dragon,,Legendary,83,441,48.21,50,69,79,51,49,50,53,49,58,54,42,19,47,33,26,35,714,,,,,,,,,,,
896,896,Glastrier,Ice,,Pseudo,87,1764,45.02,43,70,56,26,24,50,72,67,75,42,28,25,35,63,56,66,755,,,,,,,,,,,
897,897,Spectrier,Ghost,,Pseudo,79,98,45.02,43,67,56,74,69,50,35,35,41,69,60,12,7,48,41,41,705,,,,,,,,,,,
898,898,Calyrex,Psychic,Grass,Legendary,43,17,43.49,40,37,56,51,49,50,43,41,48,47,34,39,39,48,41,51,674,,,,,,,,,898_f2 898_f3,reinsofunity,
898,898_f2,Ice Rider Calyrex,Psychic,Ice,,94,1784,56.37,62,70,56,36,34,50,80,75,82,49,36,50,60,72,66,70,886,,,,,,,,,,,
898,898_f3,Shadow Rider Calyrex,Psychic,Ghost,,94,118,56.35,62,70,56,80,76,50,45,43,51,75,68,39,30,58,51,51,843,,,,,,,,,,,
